,SurveyResponseKey,DateKey,CustomerKey,ProductCategoryKey,EnglishProductCategoryName,ProductSubcategoryKey,EnglishProductSubcategoryName,Date
1659,1660,20120309,28307,4,Accessories,34,Locks,2012-03-09
1660,1661,20120317,28310,3,Clothing,23,Socks,2012-03-17
1661,1662,20120307,28326,4,Accessories,35,Panniers,2012-03-07
1662,1663,20120308,28328,4,Accessories,36,Pumps,2012-03-08
1663,1664,20120322,28342,4,Accessories,28,Bottles and Cages,2012-03-22
1664,1665,20120320,28350,3,Clothing,20,Gloves,2012-03-20
1665,1666,20120320,28350,3,Clothing,21,Jerseys,2012-03-20
1666,1667,20120308,28352,4,Accessories,30,Fenders,2012-03-08
1667,1668,20120312,28354,3,Clothing,19,Caps,2012-03-12
1668,1669,20120324,28372,4,Accessories,31,Helmets,2012-03-24
1669,1670,20120324,28372,4,Accessories,35,Panniers,2012-03-24
1670,1671,20120320,28397,3,Clothing,25,Vests,2012-03-20
1671,1672,20120320,28397,4,Accessories,35,Panniers,2012-03-20
1672,1673,20120301,28404,4,Accessories,29,Cleaners,2012-03-01
1673,1674,20120301,28404,4,Accessories,34,Locks,2012-03-01
1674,1675,20120417,28405,3,Clothing,24,Tights,2012-04-17
1675,1676,20120415,28473,4,Accessories,34,Locks,2012-04-15
1676,1677,20120309,28500,4,Accessories,29,Cleaners,2012-03-09
1677,1678,20120424,28505,3,Clothing,25,Vests,2012-04-24
1678,1679,20120330,28507,4,Accessories,36,Pumps,2012-03-30
1679,1680,20120423,28526,4,Accessories,31,Helmets,2012-04-23
1680,1681,20120423,28526,4,Accessories,32,Hydration Packs,2012-04-23
1681,1682,20120416,28534,3,Clothing,18,Bib-Shorts,2012-04-16
1682,1683,20120416,28534,4,Accessories,36,Pumps,2012-04-16
1683,1684,20120322,28566,4,Accessories,31,Helmets,2012-03-22
1684,1685,20120322,28566,4,Accessories,33,Lights,2012-03-22
1685,1686,20120416,28575,3,Clothing,23,Socks,2012-04-16
1686,1687,20120316,28581,4,Accessories,30,Fenders,2012-03-16
1687,1688,20120316,28581,4,Accessories,37,Tires and Tubes,2012-03-16
1688,1689,20120307,28602,3,Clothing,21,Jerseys,2012-03-07
1689,1690,20120307,28602,4,Accessories,35,Panniers,2012-03-07
1690,1691,20120413,28620,3,Clothing,24,Tights,2012-04-13
1691,1692,20120413,28620,4,Accessories,37,Tires and Tubes,2012-04-13
1692,1693,20120314,28624,4,Accessories,28,Bottles and Cages,2012-03-14
1693,1694,20120324,28626,4,Accessories,26,Bike Racks,2012-03-24
1694,1695,20120316,28640,4,Accessories,29,Cleaners,2012-03-16
1695,1696,20120421,28648,3,Clothing,18,Bib-Shorts,2012-04-21
1696,1697,20120307,28652,4,Accessories,30,Fenders,2012-03-07
1697,1698,20120320,28656,4,Accessories,34,Locks,2012-03-20
1698,1699,20120320,28656,4,Accessories,35,Panniers,2012-03-20
1699,1700,20120422,28716,3,Clothing,25,Vests,2012-04-22
1700,1701,20120422,28716,4,Accessories,31,Helmets,2012-04-22
1701,1702,20120320,28735,3,Clothing,20,Gloves,2012-03-20
1702,1703,20120320,28735,4,Accessories,34,Locks,2012-03-20
1703,1704,20120402,28744,4,Accessories,30,Fenders,2012-04-02
1704,1705,20120427,28759,3,Clothing,19,Caps,2012-04-27
1705,1706,20120427,28759,4,Accessories,35,Panniers,2012-04-27
1706,1707,20120417,28798,3,Clothing,23,Socks,2012-04-17
1707,1708,20120417,28798,3,Clothing,24,Tights,2012-04-17
1708,1709,20120417,28798,4,Accessories,29,Cleaners,2012-04-17
1709,1710,20120229,28836,4,Accessories,27,Bike Stands,2012-02-29
1710,1711,20120229,28836,4,Accessories,31,Helmets,2012-02-29
1711,1712,20120330,28891,4,Accessories,27,Bike Stands,2012-03-30
1712,1713,20120330,28891,4,Accessories,29,Cleaners,2012-03-30
1713,1714,20120322,28913,4,Accessories,26,Bike Racks,2012-03-22
1714,1715,20120318,28932,3,Clothing,21,Jerseys,2012-03-18
1715,1716,20120318,28932,4,Accessories,33,Lights,2012-03-18
1716,1717,20120401,28933,4,Accessories,28,Bottles and Cages,2012-04-01
1717,1718,20120401,28933,4,Accessories,30,Fenders,2012-04-01
1718,1719,20120413,28942,3,Clothing,22,Shorts,2012-04-13
1719,1720,20120313,28953,4,Accessories,37,Tires and Tubes,2012-03-13
1720,1721,20120306,28956,4,Accessories,34,Locks,2012-03-06
1721,1722,20120309,28963,4,Accessories,29,Cleaners,2012-03-09
1722,1723,20120309,28963,4,Accessories,36,Pumps,2012-03-09
1723,1724,20120411,28976,4,Accessories,27,Bike Stands,2012-04-11
1724,1725,20120411,28976,4,Accessories,28,Bottles and Cages,2012-04-11
1725,1726,20120304,29012,4,Accessories,26,Bike Racks,2012-03-04
1726,1727,20120304,29012,4,Accessories,27,Bike Stands,2012-03-04
1727,1728,20120304,29012,4,Accessories,28,Bottles and Cages,2012-03-04
1728,1729,20120327,29027,3,Clothing,22,Shorts,2012-03-27
1729,1730,20120327,29027,3,Clothing,24,Tights,2012-03-27
1730,1731,20120327,29027,4,Accessories,30,Fenders,2012-03-27
1731,1732,20120307,29041,3,Clothing,18,Bib-Shorts,2012-03-07
1732,1733,20120307,29041,3,Clothing,20,Gloves,2012-03-07
1733,1734,20120402,29042,4,Accessories,31,Helmets,2012-04-02
1734,1735,20120308,29066,3,Clothing,19,Caps,2012-03-08
1735,1736,20120323,29068,4,Accessories,28,Bottles and Cages,2012-03-23
1736,1737,20120323,29068,4,Accessories,34,Locks,2012-03-23
1737,1738,20120413,29071,4,Accessories,34,Locks,2012-04-13
1738,1739,20120411,29083,3,Clothing,21,Jerseys,2012-04-11
1739,1740,20120411,29083,4,Accessories,30,Fenders,2012-04-11
1740,1741,20120418,29092,4,Accessories,28,Bottles and Cages,2012-04-18
1741,1742,20120418,29092,4,Accessories,31,Helmets,2012-04-18
1742,1743,20120329,29098,3,Clothing,22,Shorts,2012-03-29
1743,1744,20120329,29098,4,Accessories,28,Bottles and Cages,2012-03-29
1744,1745,20120324,29100,4,Accessories,36,Pumps,2012-03-24
1745,1746,20120402,29116,4,Accessories,26,Bike Racks,2012-04-02
1746,1747,20120229,29124,3,Clothing,22,Shorts,2012-02-29
1747,1748,20120229,29124,4,Accessories,30,Fenders,2012-02-29
1748,1749,20120301,29135,3,Clothing,20,Gloves,2012-03-01
1749,1750,20120301,29135,3,Clothing,25,Vests,2012-03-01
1750,1751,20120415,29137,4,Accessories,34,Locks,2012-04-15
1751,1752,20120303,29176,3,Clothing,21,Jerseys,2012-03-03
1752,1753,20120303,29176,3,Clothing,22,Shorts,2012-03-03
1753,1754,20120303,29176,4,Accessories,34,Locks,2012-03-03
1754,1755,20120330,29179,3,Clothing,21,Jerseys,2012-03-30
1755,1756,20120330,29179,4,Accessories,37,Tires and Tubes,2012-03-30
1756,1757,20120405,29192,4,Accessories,30,Fenders,2012-04-05
1757,1758,20120418,29230,3,Clothing,18,Bib-Shorts,2012-04-18
1758,1759,20120418,29230,4,Accessories,36,Pumps,2012-04-18
1759,1760,20120409,29247,4,Accessories,32,Hydration Packs,2012-04-09
1760,1761,20120419,29259,4,Accessories,36,Pumps,2012-04-19
1761,1762,20120323,29266,4,Accessories,33,Lights,2012-03-23
1762,1763,20120320,29290,4,Accessories,33,Lights,2012-03-20
1763,1764,20120307,29303,4,Accessories,32,Hydration Packs,2012-03-07
1764,1765,20120323,29304,3,Clothing,21,Jerseys,2012-03-23
1765,1766,20120307,29305,4,Accessories,31,Helmets,2012-03-07
1766,1767,20120307,29305,4,Accessories,33,Lights,2012-03-07
1767,1768,20120409,29336,3,Clothing,24,Tights,2012-04-09
1768,1769,20120305,29343,3,Clothing,21,Jerseys,2012-03-05
1769,1770,20120320,29355,4,Accessories,31,Helmets,2012-03-20
1770,1771,20120303,29360,3,Clothing,21,Jerseys,2012-03-03
1771,1772,20120303,29360,3,Clothing,23,Socks,2012-03-03
1772,1773,20120303,29360,4,Accessories,29,Cleaners,2012-03-03
1773,1774,20120423,29366,3,Clothing,25,Vests,2012-04-23
1774,1775,20120423,29366,4,Accessories,30,Fenders,2012-04-23
1775,1776,20120423,29366,4,Accessories,35,Panniers,2012-04-23
1776,1777,20120402,29430,4,Accessories,35,Panniers,2012-04-02
1777,1778,20120418,29446,4,Accessories,32,Hydration Packs,2012-04-18
1778,1779,20120418,29446,4,Accessories,33,Lights,2012-04-18
1779,1780,20120402,29453,4,Accessories,29,Cleaners,2012-04-02
1780,1781,20120421,29460,4,Accessories,28,Bottles and Cages,2012-04-21
1781,1782,20120307,29465,4,Accessories,33,Lights,2012-03-07
1782,1783,20120307,29465,4,Accessories,35,Panniers,2012-03-07
1783,1784,20120422,23899,4,Accessories,32,Hydration Packs,2012-04-22
1784,1785,20120317,22458,4,Accessories,32,Hydration Packs,2012-03-17
1785,1786,20120313,21058,4,Accessories,32,Hydration Packs,2012-03-13
1786,1787,20120406,17740,4,Accessories,32,Hydration Packs,2012-04-06
1787,1788,20120421,15017,4,Accessories,32,Hydration Packs,2012-04-21
1788,1789,20120324,12632,4,Accessories,32,Hydration Packs,2012-03-24
1789,1790,20120412,12718,4,Accessories,32,Hydration Packs,2012-04-12
1790,1791,20120407,20910,4,Accessories,32,Hydration Packs,2012-04-07
1791,1792,20120424,13773,4,Accessories,32,Hydration Packs,2012-04-24
1792,1793,20120320,24095,4,Accessories,32,Hydration Packs,2012-03-20
1793,1794,20120229,16439,4,Accessories,32,Hydration Packs,2012-02-29
1794,1795,20120425,14689,4,Accessories,32,Hydration Packs,2012-04-25
1795,1796,20120403,20827,4,Accessories,32,Hydration Packs,2012-04-03
1796,1797,20120416,14845,4,Accessories,35,Panniers,2012-04-16
1797,1798,20120306,19320,4,Accessories,34,Locks,2012-03-06
1798,1799,20120401,21080,3,Clothing,19,Caps,2012-04-01
1799,1800,20120422,15651,3,Clothing,23,Socks,2012-04-22
1800,1801,20120317,16596,3,Clothing,19,Caps,2012-03-17
1801,1802,20120412,19295,3,Clothing,23,Socks,2012-04-12
1802,1803,20120329,22511,3,Clothing,23,Socks,2012-03-29
1803,1804,20120427,22484,4,Accessories,36,Pumps,2012-04-27
1804,1805,20120305,24952,4,Accessories,36,Pumps,2012-03-05
1805,1806,20120304,17752,3,Clothing,24,Tights,2012-03-04
1806,1807,20120322,21862,4,Accessories,32,Hydration Packs,2012-03-22
1807,1808,20120425,19310,3,Clothing,25,Vests,2012-04-25
1808,1809,20120412,23958,3,Clothing,25,Vests,2012-04-12
1809,1810,20120312,19174,3,Clothing,25,Vests,2012-03-12
1810,1811,20120307,28384,3,Clothing,25,Vests,2012-03-07
1811,1812,20120406,13812,3,Clothing,25,Vests,2012-04-06
1812,1813,20120323,21522,3,Clothing,25,Vests,2012-03-23
1813,1814,20120322,14971,3,Clothing,25,Vests,2012-03-22
1814,1815,20120229,18132,3,Clothing,25,Vests,2012-02-29
1815,1816,20120303,12866,3,Clothing,25,Vests,2012-03-03
1816,1817,20120403,25476,3,Clothing,25,Vests,2012-04-03
1817,1818,20120311,21357,3,Clothing,25,Vests,2012-03-11
1818,1819,20120425,20883,3,Clothing,22,Shorts,2012-04-25
1819,1820,20120411,16424,4,Accessories,33,Lights,2012-04-11
1820,1821,20120315,13232,4,Accessories,27,Bike Stands,2012-03-15
1821,1822,20120425,19016,3,Clothing,24,Tights,2012-04-25
1822,1823,20120308,26947,4,Accessories,27,Bike Stands,2012-03-08
1823,1824,20120303,29045,4,Accessories,33,Lights,2012-03-03
1824,1825,20120423,23436,4,Accessories,32,Hydration Packs,2012-04-23
1825,1826,20120229,12873,4,Accessories,32,Hydration Packs,2012-02-29
1826,1827,20120326,20940,4,Accessories,32,Hydration Packs,2012-03-26
1827,1828,20120404,24578,4,Accessories,32,Hydration Packs,2012-04-04
1828,1829,20120406,14254,4,Accessories,32,Hydration Packs,2012-04-06
1829,1830,20120321,27398,4,Accessories,32,Hydration Packs,2012-03-21
1830,1831,20120321,22445,4,Accessories,32,Hydration Packs,2012-03-21
1831,1832,20120417,11406,4,Accessories,32,Hydration Packs,2012-04-17
1832,1833,20120407,20962,4,Accessories,32,Hydration Packs,2012-04-07
1833,1834,20120301,22188,3,Clothing,22,Shorts,2012-03-01
1834,1835,20120308,13727,3,Clothing,24,Tights,2012-03-08
1835,1836,20120406,15163,4,Accessories,35,Panniers,2012-04-06
1836,1837,20120405,23485,4,Accessories,33,Lights,2012-04-05
1837,1838,20120404,27601,3,Clothing,19,Caps,2012-04-04
1838,1839,20120311,18801,4,Accessories,33,Lights,2012-03-11
1839,1840,20120303,11778,3,Clothing,19,Caps,2012-03-03
1840,1841,20120410,15994,3,Clothing,22,Shorts,2012-04-10
1841,1842,20120416,11241,3,Clothing,21,Jerseys,2012-04-16
1842,1843,20120304,28787,4,Accessories,36,Pumps,2012-03-04
1843,1844,20120404,18726,3,Clothing,24,Tights,2012-04-04
1844,1845,20120318,12374,3,Clothing,22,Shorts,2012-03-18
1845,1846,20120304,23062,4,Accessories,36,Pumps,2012-03-04
1846,1847,20120423,29333,4,Accessories,31,Helmets,2012-04-23
1847,1848,20120412,17204,4,Accessories,33,Lights,2012-04-12
1848,1849,20120325,28264,3,Clothing,22,Shorts,2012-03-25
1849,1850,20120305,27145,3,Clothing,19,Caps,2012-03-05
1850,1851,20120302,16536,4,Accessories,36,Pumps,2012-03-02
1851,1852,20120317,22003,4,Accessories,36,Pumps,2012-03-17
1852,1853,20120323,22091,4,Accessories,36,Pumps,2012-03-23
1853,1854,20120331,18647,3,Clothing,19,Caps,2012-03-31
1854,1855,20120328,19204,4,Accessories,33,Lights,2012-03-28
1855,1856,20120330,19959,3,Clothing,24,Tights,2012-03-30
1856,1857,20120314,27570,3,Clothing,24,Tights,2012-03-14
1857,1858,20120407,16936,4,Accessories,34,Locks,2012-04-07
1858,1859,20120327,20919,3,Clothing,24,Tights,2012-03-27
1859,1860,20120401,23948,3,Clothing,21,Jerseys,2012-04-01
1860,1861,20120303,25689,3,Clothing,22,Shorts,2012-03-03
1861,1862,20120325,22897,4,Accessories,31,Helmets,2012-03-25
1862,1863,20120421,19334,4,Accessories,33,Lights,2012-04-21
1863,1864,20120314,11473,3,Clothing,19,Caps,2012-03-14
1864,1865,20120312,14350,4,Accessories,35,Panniers,2012-03-12
1865,1866,20120328,22969,3,Clothing,22,Shorts,2012-03-28
1866,1867,20120422,27069,3,Clothing,23,Socks,2012-04-22
1867,1868,20120324,12008,4,Accessories,36,Pumps,2012-03-24
1868,1869,20120308,13630,4,Accessories,34,Locks,2012-03-08
1869,1870,20120410,27269,3,Clothing,22,Shorts,2012-04-10
1870,1871,20120310,13945,4,Accessories,35,Panniers,2012-03-10
1871,1872,20120311,18604,4,Accessories,35,Panniers,2012-03-11
1872,1873,20120401,23410,4,Accessories,35,Panniers,2012-04-01
1873,1874,20120316,17293,3,Clothing,21,Jerseys,2012-03-16
1874,1875,20120305,18013,4,Accessories,31,Helmets,2012-03-05
1875,1876,20120403,15665,3,Clothing,21,Jerseys,2012-04-03
1876,1877,20120318,24693,3,Clothing,23,Socks,2012-03-18
1877,1878,20120409,12618,3,Clothing,23,Socks,2012-04-09
1878,1879,20120315,19093,4,Accessories,35,Panniers,2012-03-15
1879,1880,20120427,25062,3,Clothing,24,Tights,2012-04-27
1880,1881,20120413,11779,4,Accessories,34,Locks,2012-04-13
1881,1882,20120417,12899,3,Clothing,22,Shorts,2012-04-17
1882,1883,20120329,11766,3,Clothing,24,Tights,2012-03-29
1883,1884,20120309,28183,4,Accessories,36,Pumps,2012-03-09
1884,1885,20120425,21234,4,Accessories,34,Locks,2012-04-25
1885,1886,20120407,14705,3,Clothing,19,Caps,2012-04-07
1886,1887,20120315,17162,3,Clothing,22,Shorts,2012-03-15
1887,1888,20120409,11707,3,Clothing,23,Socks,2012-04-09
1888,1889,20120422,25715,4,Accessories,35,Panniers,2012-04-22
1889,1890,20120322,17816,3,Clothing,22,Shorts,2012-03-22
1890,1891,20120307,12356,3,Clothing,21,Jerseys,2012-03-07
1891,1892,20120318,18800,3,Clothing,24,Tights,2012-03-18
1892,1893,20120410,22589,4,Accessories,35,Panniers,2012-04-10
1893,1894,20120326,27116,3,Clothing,23,Socks,2012-03-26
1894,1895,20120420,23589,3,Clothing,24,Tights,2012-04-20
1895,1896,20120407,24173,3,Clothing,22,Shorts,2012-04-07
1896,1897,20120416,28212,4,Accessories,33,Lights,2012-04-16
1897,1898,20120404,28734,4,Accessories,33,Lights,2012-04-04
1898,1899,20120414,12740,4,Accessories,33,Lights,2012-04-14
1899,1900,20120401,15479,4,Accessories,31,Helmets,2012-04-01
1900,1901,20120312,19994,4,Accessories,36,Pumps,2012-03-12
1901,1902,20120331,15425,3,Clothing,21,Jerseys,2012-03-31
1902,1903,20120321,11989,4,Accessories,31,Helmets,2012-03-21
1903,1904,20120314,27715,4,Accessories,31,Helmets,2012-03-14
1904,1905,20120414,28514,3,Clothing,19,Caps,2012-04-14
1905,1906,20120427,28402,4,Accessories,34,Locks,2012-04-27
1906,1907,20120314,20500,4,Accessories,34,Locks,2012-03-14
1907,1908,20120420,21309,4,Accessories,35,Panniers,2012-04-20
1908,1909,20120313,21488,4,Accessories,36,Pumps,2012-03-13
1909,1910,20120426,12457,3,Clothing,19,Caps,2012-04-26
1910,1911,20120411,17105,3,Clothing,22,Shorts,2012-04-11
1911,1912,20120406,22305,4,Accessories,35,Panniers,2012-04-06
1912,1913,20120427,26451,4,Accessories,36,Pumps,2012-04-27
1913,1914,20120419,25207,3,Clothing,22,Shorts,2012-04-19
1914,1915,20120309,13508,3,Clothing,21,Jerseys,2012-03-09
1915,1916,20120402,11399,3,Clothing,24,Tights,2012-04-02
1916,1917,20120317,12256,4,Accessories,31,Helmets,2012-03-17
1917,1918,20120323,16312,3,Clothing,19,Caps,2012-03-23
1918,1919,20120329,24551,4,Accessories,36,Pumps,2012-03-29
1919,1920,20120327,25491,3,Clothing,24,Tights,2012-03-27
1920,1921,20120424,11390,4,Accessories,35,Panniers,2012-04-24
1921,1922,20120302,12534,3,Clothing,22,Shorts,2012-03-02
1922,1923,20120331,13781,4,Accessories,33,Lights,2012-03-31
1923,1924,20120413,17822,3,Clothing,23,Socks,2012-04-13
1924,1925,20120412,19490,3,Clothing,22,Shorts,2012-04-12
1925,1926,20120417,11555,4,Accessories,34,Locks,2012-04-17
1926,1927,20120329,25513,3,Clothing,21,Jerseys,2012-03-29
1927,1928,20120327,25723,4,Accessories,35,Panniers,2012-03-27
1928,1929,20120424,17957,3,Clothing,24,Tights,2012-04-24
1929,1930,20120318,14942,4,Accessories,33,Lights,2012-03-18
1930,1931,20120328,19252,3,Clothing,24,Tights,2012-03-28
1931,1932,20120307,22795,4,Accessories,33,Lights,2012-03-07
1932,1933,20120421,28380,4,Accessories,36,Pumps,2012-04-21
1933,1934,20120329,22449,4,Accessories,36,Pumps,2012-03-29
1934,1935,20120406,18623,3,Clothing,21,Jerseys,2012-04-06
1935,1936,20120411,12221,4,Accessories,36,Pumps,2012-04-11
1936,1937,20120312,12782,4,Accessories,34,Locks,2012-03-12
1937,1938,20120304,27699,4,Accessories,34,Locks,2012-03-04
1938,1939,20120417,11141,3,Clothing,22,Shorts,2012-04-17
1939,1940,20120413,26369,3,Clothing,21,Jerseys,2012-04-13
1940,1941,20120426,13679,3,Clothing,22,Shorts,2012-04-26
1941,1942,20120418,11813,4,Accessories,35,Panniers,2012-04-18
1942,1943,20120417,17254,4,Accessories,36,Pumps,2012-04-17
1943,1944,20120419,19056,4,Accessories,35,Panniers,2012-04-19
1944,1945,20120326,13180,3,Clothing,22,Shorts,2012-03-26
1945,1946,20120311,19833,4,Accessories,33,Lights,2012-03-11
1946,1947,20120309,12055,4,Accessories,31,Helmets,2012-03-09
1947,1948,20120308,16948,3,Clothing,23,Socks,2012-03-08
1948,1949,20120320,17888,4,Accessories,34,Locks,2012-03-20
1949,1950,20120416,24960,4,Accessories,36,Pumps,2012-04-16
1950,1951,20120306,14987,3,Clothing,19,Caps,2012-03-06
1951,1952,20120418,12515,4,Accessories,34,Locks,2012-04-18
1952,1953,20120312,20915,4,Accessories,35,Panniers,2012-03-12
1953,1954,20120320,26738,4,Accessories,34,Locks,2012-03-20
1954,1955,20120331,12068,4,Accessories,31,Helmets,2012-03-31
1955,1956,20120317,28094,4,Accessories,36,Pumps,2012-03-17
1956,1957,20120409,11238,3,Clothing,22,Shorts,2012-04-09
1957,1958,20120303,11538,4,Accessories,31,Helmets,2012-03-03
1958,1959,20120417,11973,4,Accessories,31,Helmets,2012-04-17
1959,1960,20120322,16600,4,Accessories,36,Pumps,2012-03-22
1960,1961,20120409,23929,3,Clothing,22,Shorts,2012-04-09
1961,1962,20120317,24365,4,Accessories,31,Helmets,2012-03-17
1962,1963,20120326,18874,4,Accessories,34,Locks,2012-03-26
1963,1964,20120415,16248,3,Clothing,23,Socks,2012-04-15
1964,1965,20120307,12594,4,Accessories,36,Pumps,2012-03-07
1965,1966,20120415,18828,4,Accessories,34,Locks,2012-04-15
1966,1967,20120328,26125,3,Clothing,22,Shorts,2012-03-28
1967,1968,20120403,12057,3,Clothing,18,Bib-Shorts,2012-04-03
1968,1969,20120311,24498,3,Clothing,18,Bib-Shorts,2012-03-11
1969,1970,20120408,11950,3,Clothing,18,Bib-Shorts,2012-04-08
1970,1971,20120308,12949,3,Clothing,18,Bib-Shorts,2012-03-08
1971,1972,20120418,18081,3,Clothing,18,Bib-Shorts,2012-04-18
1972,1973,20120422,23299,3,Clothing,18,Bib-Shorts,2012-04-22
1973,1974,20120423,11508,3,Clothing,18,Bib-Shorts,2012-04-23
1974,1975,20120420,28155,3,Clothing,18,Bib-Shorts,2012-04-20
1975,1976,20120311,25694,3,Clothing,18,Bib-Shorts,2012-03-11
1976,1977,20120410,21521,3,Clothing,18,Bib-Shorts,2012-04-10
1977,1978,20120331,20697,3,Clothing,18,Bib-Shorts,2012-03-31
1978,1979,20120305,24339,3,Clothing,18,Bib-Shorts,2012-03-05
1979,1980,20120401,27073,3,Clothing,18,Bib-Shorts,2012-04-01
1980,1981,20120412,24198,3,Clothing,18,Bib-Shorts,2012-04-12
1981,1982,20120414,13838,3,Clothing,18,Bib-Shorts,2012-04-14
1982,1983,20120306,28924,3,Clothing,18,Bib-Shorts,2012-03-06
1983,1984,20120416,15150,3,Clothing,18,Bib-Shorts,2012-04-16
1984,1985,20120301,25833,3,Clothing,18,Bib-Shorts,2012-03-01
1985,1986,20120419,13600,3,Clothing,18,Bib-Shorts,2012-04-19
1986,1987,20120329,21070,3,Clothing,18,Bib-Shorts,2012-03-29
1987,1988,20120324,16067,3,Clothing,18,Bib-Shorts,2012-03-24
1988,1989,20120417,20515,3,Clothing,18,Bib-Shorts,2012-04-17
1989,1990,20120414,17016,3,Clothing,18,Bib-Shorts,2012-04-14
1990,1991,20120308,15677,3,Clothing,18,Bib-Shorts,2012-03-08
1991,1992,20120313,23844,3,Clothing,18,Bib-Shorts,2012-03-13
1992,1993,20120316,23649,3,Clothing,18,Bib-Shorts,2012-03-16
1993,1994,20120330,15638,3,Clothing,18,Bib-Shorts,2012-03-30
1994,1995,20120325,25849,3,Clothing,18,Bib-Shorts,2012-03-25
1995,1996,20120323,20624,3,Clothing,18,Bib-Shorts,2012-03-23
1996,1997,20120322,12891,3,Clothing,18,Bib-Shorts,2012-03-22
1997,1998,20120325,20707,3,Clothing,18,Bib-Shorts,2012-03-25
1998,1999,20120413,23340,3,Clothing,18,Bib-Shorts,2012-04-13
1999,2000,20120403,11674,3,Clothing,18,Bib-Shorts,2012-04-03
2000,2001,20120407,11959,3,Clothing,18,Bib-Shorts,2012-04-07
2001,2002,20120411,21803,3,Clothing,18,Bib-Shorts,2012-04-11
2002,2003,20120419,14868,3,Clothing,18,Bib-Shorts,2012-04-19
2003,2004,20120316,18325,3,Clothing,18,Bib-Shorts,2012-03-16
2004,2005,20120305,11965,3,Clothing,18,Bib-Shorts,2012-03-05
2005,2006,20120312,23102,3,Clothing,18,Bib-Shorts,2012-03-12
2006,2007,20120401,14594,3,Clothing,18,Bib-Shorts,2012-04-01
2007,2008,20120306,21628,3,Clothing,18,Bib-Shorts,2012-03-06
2008,2009,20120322,22015,3,Clothing,18,Bib-Shorts,2012-03-22
2009,2010,20120421,13042,3,Clothing,18,Bib-Shorts,2012-04-21
2010,2011,20120313,15109,3,Clothing,18,Bib-Shorts,2012-03-13
2011,2012,20120425,25452,3,Clothing,18,Bib-Shorts,2012-04-25
2012,2013,20120328,19155,3,Clothing,18,Bib-Shorts,2012-03-28
2013,2014,20120305,13089,3,Clothing,18,Bib-Shorts,2012-03-05
2014,2015,20120309,28529,4,Accessories,35,Panniers,2012-03-09
2015,2016,20120404,25473,4,Accessories,31,Helmets,2012-04-04
2016,2017,20120323,14616,4,Accessories,36,Pumps,2012-03-23
2017,2018,20120421,21936,4,Accessories,36,Pumps,2012-04-21
2018,2019,20120401,19525,3,Clothing,23,Socks,2012-04-01
2019,2020,20120311,20569,4,Accessories,35,Panniers,2012-03-11
2020,2021,20120330,15303,4,Accessories,36,Pumps,2012-03-30
2021,2022,20120308,13146,3,Clothing,19,Caps,2012-03-08
2022,2023,20120417,25607,3,Clothing,24,Tights,2012-04-17
2023,2024,20120402,19179,3,Clothing,21,Jerseys,2012-04-02
2024,2025,20120321,16132,4,Accessories,36,Pumps,2012-03-21
2025,2026,20120328,14708,3,Clothing,23,Socks,2012-03-28
2026,2027,20120305,19474,3,Clothing,23,Socks,2012-03-05
2027,2028,20120316,18179,4,Accessories,35,Panniers,2012-03-16
2028,2029,20120326,25143,4,Accessories,34,Locks,2012-03-26
2029,2030,20120304,14818,4,Accessories,36,Pumps,2012-03-04
2030,2031,20120321,22959,3,Clothing,19,Caps,2012-03-21
2031,2032,20120420,25182,4,Accessories,33,Lights,2012-04-20
2032,2033,20120326,15827,3,Clothing,21,Jerseys,2012-03-26
2033,2034,20120413,21586,4,Accessories,33,Lights,2012-04-13
2034,2035,20120404,15305,3,Clothing,24,Tights,2012-04-04
2035,2036,20120307,12627,3,Clothing,19,Caps,2012-03-07
2036,2037,20120402,19156,4,Accessories,35,Panniers,2012-04-02
2037,2038,20120403,23735,4,Accessories,33,Lights,2012-04-03
2038,2039,20120415,27488,4,Accessories,35,Panniers,2012-04-15
2039,2040,20120414,27739,4,Accessories,34,Locks,2012-04-14
2040,2041,20120330,29056,4,Accessories,34,Locks,2012-03-30
2041,2042,20120330,22737,3,Clothing,24,Tights,2012-03-30
2042,2043,20120411,11081,3,Clothing,24,Tights,2012-04-11
2043,2044,20120326,13956,4,Accessories,34,Locks,2012-03-26
2044,2045,20120404,11402,4,Accessories,35,Panniers,2012-04-04
2045,2046,20120401,29279,4,Accessories,31,Helmets,2012-04-01
2046,2047,20120418,19466,4,Accessories,34,Locks,2012-04-18
2047,2048,20120305,14879,3,Clothing,21,Jerseys,2012-03-05
2048,2049,20120323,11903,3,Clothing,22,Shorts,2012-03-23
2049,2050,20120402,26407,3,Clothing,19,Caps,2012-04-02
2050,2051,20120422,18210,3,Clothing,19,Caps,2012-04-22
2051,2052,20120330,14988,3,Clothing,22,Shorts,2012-03-30
2052,2053,20120401,29454,3,Clothing,24,Tights,2012-04-01
2053,2054,20120331,20125,4,Accessories,35,Panniers,2012-03-31
2054,2055,20120330,11735,3,Clothing,23,Socks,2012-03-30
2055,2056,20120312,15887,4,Accessories,35,Panniers,2012-03-12
2056,2057,20120315,14188,4,Accessories,33,Lights,2012-03-15
2057,2058,20120315,13875,4,Accessories,34,Locks,2012-03-15
2058,2059,20120410,20467,3,Clothing,22,Shorts,2012-04-10
2059,2060,20120425,29384,3,Clothing,22,Shorts,2012-04-25
2060,2061,20120307,16577,4,Accessories,31,Helmets,2012-03-07
